,noc_code,position,low_wage,median_wage,high_wage,position_detail_link
423,(84111),Silviculture and forestry workers     ,20.0,26.0,38.1,https://www.jobbank.gc.ca/marketreport/wages-occupation/9250/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
424,(84120),Specialized livestock workers and farm machinery operators     ,17.4,23.0,50.48,https://www.jobbank.gc.ca/marketreport/wages-occupation/9271/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
425,(84121),Fishing vessel deckhands      ,20.0,35.0,50.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/9360/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
426,(85100),Livestock labourers     ,17.4,21.0,28.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/9317/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
427,(85101),Harvesting labourers     ,17.4,17.4,20.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/9378/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
428,(85102),Aquaculture and marine harvest labourers     ,20.0,26.8,38.48,https://www.jobbank.gc.ca/marketreport/wages-occupation/22011/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
429,(85103),Nursery and greenhouse labourers     ,17.4,17.85,29.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/23338/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
430,(85110),Mine labourers     ,23.0,30.0,40.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/9397/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
431,(85111),"Oil and gas drilling, servicing and related labourers     ",25.0,32.0,38.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/20235/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
432,(85120),Logging and forestry labourers     ,20.0,32.09,50.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/23754/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
433,(85121),Landscaping and grounds maintenance labourers     ,17.5,22.0,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/20219/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
434,(90010),Manufacturing managers     ,31.0,53.85,91.35,https://www.jobbank.gc.ca/marketreport/wages-occupation/68/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
435,(90011),Utilities managers     ,43.27,56.41,75.9,https://www.jobbank.gc.ca/marketreport/wages-occupation/17655/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
436,(92010),"Supervisors, mineral and metal processing     ",18.13,39.86,67.97,https://www.jobbank.gc.ca/marketreport/wages-occupation/9474/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
437,(92011),"Supervisors, petroleum, gas and chemical processing and utilities     ",27.5,40.0,57.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/9547/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
438,(92012),"Supervisors, food and beverage processing     ",18.0,27.88,39.25,https://www.jobbank.gc.ca/marketreport/wages-occupation/9642/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
439,(92013),"Supervisors, plastic and rubber products manufacturing     ",28.0,31.25,33.76,https://www.jobbank.gc.ca/marketreport/wages-occupation/9704/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
440,(92014),"Supervisors, forest products processing     ",28.0,39.5,57.69,https://www.jobbank.gc.ca/marketreport/wages-occupation/20283/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
441,(92015),"Supervisors, textile, fabric, fur and leather products processing and manufacturing     ",0.0,28.51,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/25225/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
442,(92020),"Supervisors, motor vehicle assembling     ",0.0,33.54,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/7286/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
443,(92021),"Supervisors, electronics and electrical products manufacturing     ",29.0,32.5,46.15,https://www.jobbank.gc.ca/marketreport/wages-occupation/22050/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
444,(92022),"Supervisors, furniture and fixtures manufacturing     ",24.0,34.0,40.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/7320/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
445,(92023),"Supervisors, other mechanical and metal products manufacturing     ",25.0,37.0,48.92,https://www.jobbank.gc.ca/marketreport/wages-occupation/22099/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
446,(92024),"Supervisors, other products manufacturing and assembly     ",25.0,34.66,45.67,https://www.jobbank.gc.ca/marketreport/wages-occupation/7341/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
447,(92100),Power engineers and power systems operators     ,31.07,40.7,60.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/26794/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
448,(92101),Water and waste treatment plant operators     ,28.0,33.33,45.07,https://www.jobbank.gc.ca/marketreport/wages-occupation/20827/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
449,(93100),"Central control and process operators, mineral and metal processing     ",38.0,40.65,48.3,https://www.jobbank.gc.ca/marketreport/wages-occupation/22158/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
450,(93101),"Central control and process operators, petroleum, gas and chemical processing     ",40.0,52.0,68.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/20412/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
451,(94100),"Machine operators, mineral and metal processing     ",18.31,42.02,56.17,https://www.jobbank.gc.ca/marketreport/wages-occupation/9019/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
452,(94102),Glass forming and finishing machine operators and glass cutters     ,17.4,20.91,26.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/10292/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
453,(94103),"Concrete, clay and stone forming operators     ",20.0,26.35,37.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/12899/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
454,(94105),Metalworking and forging machine operators     ,17.5,25.0,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/25284/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
455,(94106),Machining tool operators     ,19.0,25.0,32.75,https://www.jobbank.gc.ca/marketreport/wages-occupation/19088/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
456,(94107),Machine operators of other metal products      ,18.5,25.0,35.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/15459/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
457,(94110),Chemical plant machine operators     ,18.0,18.85,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/20513/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
458,(94111),Plastics processing machine operators     ,18.63,20.0,29.08,https://www.jobbank.gc.ca/marketreport/wages-occupation/13141/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
459,(94112),Rubber processing machine operators and related workers     ,0.0,28.22,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/10712/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
460,(94120),Sawmill machine operators     ,17.4,32.0,38.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/10897/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
461,(94121),"Pulp mill, papermaking and finishing machine operators     ",30.0,37.0,45.94,https://www.jobbank.gc.ca/marketreport/wages-occupation/23359/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
462,(94122),Paper converting machine operators     ,20.0,26.96,40.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/19612/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
463,(94123),Lumber graders and other wood processing inspectors and graders     ,20.0,30.0,40.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/20860/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
464,(94124),Woodworking machine operators     ,19.0,25.0,33.89,https://www.jobbank.gc.ca/marketreport/wages-occupation/19493/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
465,(94129),Other wood processing machine operators     ,25.0,30.0,34.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/11034/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
466,(94130),"Textile fibre and yarn, hide and pelt processing machine operators and workers     ",17.4,21.0,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/25385/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
467,(94132),Industrial sewing machine operators     ,17.4,18.0,21.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/18385/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
468,(94133),"Inspectors and graders, textile, fabric, fur and leather products manufacturing     ",17.4,17.4,23.81,https://www.jobbank.gc.ca/marketreport/wages-occupation/25350/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
469,(94140),"Process control and machine operators, food and beverage processing     ",17.4,20.0,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/11712/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
470,(94141),"Industrial butchers and meat cutters, poultry preparers and related workers     ",17.4,21.35,25.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/11977/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
471,(94142),Fish and seafood plant workers     ,17.4,19.0,24.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/297158/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
472,(94143),"Testers and graders, food and beverage processing     ",17.4,24.41,55.4,https://www.jobbank.gc.ca/marketreport/wages-occupation/18477/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
473,(94150),Plateless printing equipment operators     ,17.4,21.43,33.97,https://www.jobbank.gc.ca/marketreport/wages-occupation/12116/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
474,(94151),"Camera, platemaking and other prepress occupations     ",0.0,25.47,0.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/19789/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
475,(94152),Binding and finishing machine operators     ,17.4,20.85,26.9,https://www.jobbank.gc.ca/marketreport/wages-occupation/18555/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
476,(94200),"Motor vehicle assemblers, inspectors and testers     ",18.0,22.0,32.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/9841/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
477,(94201),"Electronics assemblers, fabricators, inspectors and testers     ",17.4,20.0,30.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/18720/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
478,(94202),"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing     ",17.4,21.26,30.62,https://www.jobbank.gc.ca/marketreport/wages-occupation/21812/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
479,(94203),"Assemblers, fabricators and inspectors, industrial electrical motors and transformers     ",18.33,25.5,40.83,https://www.jobbank.gc.ca/marketreport/wages-occupation/9883/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
480,(94204),Mechanical assemblers and inspectors     ,18.0,23.0,32.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/10037/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
481,(94205),"Machine operators and inspectors, electrical apparatus manufacturing     ",18.5,23.25,33.91,https://www.jobbank.gc.ca/marketreport/wages-occupation/11653/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
482,(94210),"Furniture and fixture assemblers, finishers, refinishers and inspectors     ",17.4,25.0,32.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/12744/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
483,(94211),Assemblers and inspectors of other wood products     ,17.4,24.0,27.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/18826/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
484,(94212),"Plastic products assemblers, finishers and inspectors     ",17.4,20.68,32.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/12833/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
485,(94213),"Industrial painters, coaters and metal finishing process operators     ",20.0,28.12,45.74,https://www.jobbank.gc.ca/marketreport/wages-occupation/18902/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
486,(94219),"Other products assemblers, finishers and inspectors     ",17.4,25.45,43.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/21910/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
487,(95100),Labourers in mineral and metal processing     ,19.0,26.0,37.46,https://www.jobbank.gc.ca/marketreport/wages-occupation/15619/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
488,(95101),Labourers in metal fabrication     ,19.0,24.31,35.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/24069/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
489,(95102),Labourers in chemical products processing and utilities     ,19.0,27.49,37.46,https://www.jobbank.gc.ca/marketreport/wages-occupation/15756/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
490,(95103),"Labourers in wood, pulp and paper processing     ",19.0,31.5,36.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/13240/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
491,(95104),Labourers in rubber and plastic products manufacturing     ,17.45,23.5,27.32,https://www.jobbank.gc.ca/marketreport/wages-occupation/13355/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
492,(95105),Labourers in textile processing and cutting     ,17.4,20.93,28.0,https://www.jobbank.gc.ca/marketreport/wages-occupation/13436/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
493,(95106),Labourers in food and beverage processing     ,17.4,19.0,24.52,https://www.jobbank.gc.ca/marketreport/wages-occupation/13544/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
494,(95107),Labourers in fish and seafood processing     ,17.4,17.5,22.71,https://www.jobbank.gc.ca/marketreport/wages-occupation/17160/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
495,(95109),"Other labourers in processing, manufacturing and utilities     ",17.4,20.0,29.46,https://www.jobbank.gc.ca/marketreport/wages-occupation/14008/BC;jsessionid=FC772C88E37DA812EDE799C627688190.jobsearch75
